,Happiness Rank,Region,Freedom,Happiness Score,Country,Generosity,Family,Trust (Government Corruption),Health (Life Expectancy),Economy (GDP per Capita),Year
699,74,Central and Eastern Europe,0.389,5.467,Tajikistan,0.23,1.098,0.144,0.718,0.493,2019
700,75,Central and Eastern Europe,0.296,5.432,Croatia,0.119,1.266,0.022,0.914,1.155,2019
701,76,Eastern Asia,0.44,5.43,Hong Kong,0.258,1.277,0.287,1.122,1.438,2019
702,77,Latin America and Caribbean,0.497,5.425,Dominican Republic,0.113,1.401,0.101,0.779,1.015,2019
703,78,Central and Eastern Europe,0.212,5.386,Bosnia and Herzegovina,0.263,1.212,0.006,0.845,0.945,2019
704,79,Middle East and Northern Africa,0.195,5.373,Turkey,0.083,1.36,0.106,0.808,1.183,2019
705,80,Southeastern Asia,0.508,5.339,Malaysia,0.26,1.171,0.024,0.828,1.221,2019
706,81,Central and Eastern Europe,0.235,5.323,Belarus,0.094,1.465,0.142,0.789,1.067,2019
707,82,Western Europe,0.067,5.287,Greece,0.0,1.156,0.034,0.999,1.181,2019
708,83,Eastern Asia,0.317,5.285,Mongolia,0.235,1.531,0.038,0.667,0.948,2019
709,84,-,0.345,5.274,North Macedonia,0.185,1.294,0.034,0.838,0.983,2019
710,85,Sub-Saharan Africa,0.426,5.265,Nigeria,0.215,1.111,0.041,0.245,0.696,2019
711,86,Central and Eastern Europe,0.508,5.261,Kyrgyzstan,0.3,1.438,0.023,0.723,0.551,2019
712,87,Central and Eastern Europe,0.394,5.247,Turkmenistan,0.244,1.538,0.028,0.657,1.052,2019
713,88,Middle East and Northern Africa,0.086,5.211,Algeria,0.073,1.16,0.114,0.785,1.002,2019
714,89,Middle East and Northern Africa,0.418,5.208,Morocco,0.036,0.782,0.076,0.782,0.801,2019
715,90,Central and Eastern Europe,0.351,5.208,Azerbaijan,0.035,1.147,0.182,0.769,1.043,2019
716,91,Middle East and Northern Africa,0.216,5.197,Lebanon,0.166,1.224,0.027,0.815,0.987,2019
717,92,Southeastern Asia,0.491,5.192,Indonesia,0.498,1.203,0.028,0.66,0.931,2019
718,93,Eastern Asia,0.521,5.191,China,0.058,1.125,0.1,0.893,1.029,2019
719,94,Southeastern Asia,0.543,5.175,Vietnam,0.147,1.346,0.073,0.851,0.741,2019
720,95,Southern Asia,0.457,5.082,Bhutan,0.37,1.321,0.167,0.604,0.813,2019
721,96,Sub-Saharan Africa,0.381,5.044,Cameroon,0.187,0.91,0.037,0.331,0.549,2019
722,97,Central and Eastern Europe,0.311,5.011,Bulgaria,0.081,1.513,0.004,0.815,1.092,2019
723,98,Sub-Saharan Africa,0.381,4.996,Ghana,0.245,0.868,0.04,0.486,0.611,2019
724,99,Sub-Saharan Africa,0.352,4.944,Ivory Coast,0.154,0.808,0.09,0.232,0.569,2019
725,100,Southern Asia,0.439,4.913,Nepal,0.285,1.226,0.089,0.677,0.446,2019
726,101,Middle East and Northern Africa,0.383,4.906,Jordan,0.11,1.225,0.13,0.815,0.837,2019
727,102,Sub-Saharan Africa,0.349,4.883,Benin,0.175,0.437,0.082,0.397,0.393,2019
728,103,Sub-Saharan Africa,0.372,4.812,Congo (Brazzaville),0.105,0.799,0.093,0.508,0.673,2019
729,104,Sub-Saharan Africa,0.295,4.799,Gabon,0.043,1.183,0.055,0.571,1.057,2019
730,105,Southeastern Asia,0.547,4.796,Laos,0.266,1.03,0.164,0.551,0.764,2019
731,106,Sub-Saharan Africa,0.389,4.722,South Africa,0.13,1.351,0.055,0.469,0.96,2019
732,107,Central and Eastern Europe,0.383,4.719,Albania,0.178,0.848,0.027,0.874,0.947,2019
733,108,Latin America and Caribbean,0.154,4.707,Venezuela,0.064,1.427,0.047,0.805,0.96,2019
734,109,Southeastern Asia,0.609,4.7,Cambodia,0.232,1.122,0.062,0.637,0.574,2019
735,110,Middle East and Northern Africa,0.225,4.696,Palestinian Territories,0.103,1.247,0.066,0.672,0.657,2019
736,111,Sub-Saharan Africa,0.292,4.681,Senegal,0.153,1.134,0.072,0.571,0.45,2019
737,112,-,0.559,4.668,Somalia,0.243,0.698,0.27,0.268,0.0,2019
738,113,-,0.401,4.639,Namibia,0.07,1.313,0.056,0.477,0.879,2019
739,114,Sub-Saharan Africa,0.318,4.628,Niger,0.188,0.774,0.102,0.366,0.138,2019
740,115,Sub-Saharan Africa,0.255,4.587,Burkina Faso,0.177,1.056,0.113,0.38,0.331,2019
741,116,Central and Eastern Europe,0.283,4.559,Armenia,0.095,1.055,0.064,0.815,0.85,2019
742,117,Middle East and Northern Africa,0.305,4.548,Iran,0.27,0.842,0.125,0.785,1.1,2019
743,118,Sub-Saharan Africa,0.332,4.534,Guinea,0.207,0.829,0.086,0.375,0.38,2019
744,119,Central and Eastern Europe,0.346,4.519,Georgia,0.043,0.666,0.164,0.752,0.886,2019
745,120,-,0.382,4.516,Gambia,0.269,0.939,0.167,0.428,0.308,2019
746,121,Sub-Saharan Africa,0.431,4.509,Kenya,0.372,0.983,0.053,0.581,0.512,2019
747,122,Sub-Saharan Africa,0.066,4.49,Mauritania,0.106,1.167,0.088,0.489,0.57,2019
748,123,Sub-Saharan Africa,0.494,4.466,Mozambique,0.197,0.986,0.138,0.39,0.204,2019
749,124,Middle East and Northern Africa,0.167,4.461,Tunisia,0.059,1.0,0.055,0.815,0.921,2019
750,125,Southern Asia,0.527,4.456,Bangladesh,0.166,0.928,0.143,0.723,0.562,2019
751,126,Middle East and Northern Africa,0.241,4.437,Iraq,0.148,0.98,0.089,0.574,1.043,2019
752,127,Sub-Saharan Africa,0.269,4.418,Congo (Kinshasa),0.212,1.125,0.053,0.357,0.094,2019
753,128,Sub-Saharan Africa,0.327,4.39,Mali,0.153,1.105,0.052,0.308,0.385,2019
754,129,Sub-Saharan Africa,0.309,4.374,Sierra Leone,0.252,0.841,0.045,0.242,0.268,2019
755,130,Southern Asia,0.47,4.366,Sri Lanka,0.244,1.265,0.047,0.831,0.949,2019
756,131,Southeastern Asia,0.525,4.36,Myanmar,0.566,1.181,0.172,0.555,0.71,2019
757,132,Sub-Saharan Africa,0.174,4.35,Chad,0.198,0.766,0.078,0.192,0.35,2019
758,133,Central and Eastern Europe,0.178,4.332,Ukraine,0.187,1.39,0.01,0.739,0.82,2019
759,134,Sub-Saharan Africa,0.344,4.286,Ethiopia,0.209,1.033,0.1,0.532,0.336,2019
760,135,Sub-Saharan Africa,0.313,4.212,Swaziland,0.074,1.149,0.135,0.0,0.811,2019
761,136,Sub-Saharan Africa,0.356,4.189,Uganda,0.252,1.069,0.06,0.443,0.332,2019
762,137,Middle East and Northern Africa,0.241,4.166,Egypt,0.076,1.039,0.067,0.644,0.913,2019
763,138,Sub-Saharan Africa,0.431,4.107,Zambia,0.247,1.058,0.087,0.426,0.578,2019
764,139,Sub-Saharan Africa,0.293,4.085,Togo,0.177,0.572,0.085,0.41,0.275,2019
765,140,Southern Asia,0.498,4.015,India,0.2,0.765,0.085,0.588,0.755,2019
766,141,Sub-Saharan Africa,0.37,3.975,Liberia,0.233,0.922,0.033,0.443,0.073,2019
767,142,Sub-Saharan Africa,0.142,3.973,Comoros,0.275,0.757,0.078,0.505,0.274,2019
768,143,Sub-Saharan Africa,0.148,3.933,Madagascar,0.169,0.916,0.041,0.555,0.274,2019
769,144,Sub-Saharan Africa,0.359,3.802,Lesotho,0.107,1.169,0.093,0.168,0.489,2019
770,145,Sub-Saharan Africa,0.22,3.775,Burundi,0.176,0.447,0.18,0.38,0.046,2019
771,146,Sub-Saharan Africa,0.361,3.663,Zimbabwe,0.151,1.114,0.089,0.433,0.366,2019
772,147,Latin America and Caribbean,0.026,3.597,Haiti,0.419,0.688,0.11,0.449,0.323,2019
773,148,Sub-Saharan Africa,0.455,3.488,Botswana,0.025,1.145,0.1,0.538,1.041,2019
774,149,Middle East and Northern Africa,0.013,3.462,Syria,0.331,0.378,0.141,0.44,0.619,2019
775,150,Sub-Saharan Africa,0.443,3.41,Malawi,0.218,0.56,0.089,0.495,0.191,2019
776,151,Middle East and Northern Africa,0.143,3.38,Yemen,0.108,1.163,0.077,0.463,0.287,2019
777,152,Sub-Saharan Africa,0.555,3.334,Rwanda,0.217,0.711,0.411,0.614,0.359,2019
778,153,Sub-Saharan Africa,0.417,3.231,Tanzania,0.276,0.885,0.147,0.499,0.476,2019
779,154,Southern Asia,0.0,3.203,Afghanistan,0.158,0.517,0.025,0.361,0.35,2019
780,155,Sub-Saharan Africa,0.225,3.083,Central African Republic,0.235,0.0,0.035,0.105,0.026,2019
781,156,-,0.01,2.853,South Sudan,0.202,0.575,0.091,0.295,0.306,2019
782,1,Western Europe,0.66231674,7.808700085,Finland,0.159670442,1.499525905,0.477857262,0.961271405,1.285189509,2020
783,2,Western Europe,0.665039897,7.645599842,Denmark,0.242793396,1.503449202,0.495260328,0.979332566,1.326948524,2020
784,3,Western Europe,0.62895447,7.559899807,Switzerland,0.269055754,1.472403407,0.407945901,1.040533185,1.39077425,2020
785,4,Western Europe,0.661980748,7.504499912,Iceland,0.362330228,1.547567487,0.144540772,1.000843406,1.326501608,2020
786,5,Western Europe,0.670200884,7.487999916,Norway,0.287985086,1.495172501,0.434100568,1.008071899,1.42420733,2020
787,6,Western Europe,0.61362648,7.448900223,Netherlands,0.336317569,1.463645935,0.368569762,0.975675344,1.338946342,2020
788,7,Western Europe,0.650297701,7.353499889,Sweden,0.272827893,1.433347702,0.442066371,0.986470461,1.322235227,2020
789,8,North America and ANZ,0.646789908,7.299600124,New Zealand,0.325726211,1.48721838,0.461268276,1.008138299,1.242317915,2020
790,9,Western Europe,0.603368878,7.294199944,Austria,0.255509764,1.437444925,0.281256139,1.000933528,1.317285538,2020
791,10,Western Europe,0.610137045,7.237500191,Luxembourg,0.19595392,1.387528419,0.367041469,0.986442685,1.536676049,2020
792,11,North America and ANZ,0.644028127,7.23210001,Canada,0.28152892,1.435391903,0.351701856,1.022501945,1.301647663,2020
793,12,North America and ANZ,0.621877193,7.222799778,Australia,0.324973613,1.477146268,0.335996419,1.022607684,1.310396433,2020
794,13,Western Europe,0.525168657,7.164500237,United Kingdom,0.373433441,1.457844973,0.322601646,0.97570008,1.273061037,2020
795,14,Middle East and North Africa,0.420699477,7.128600121,Israel,0.266861796,1.403256774,0.09989845,1.008052945,1.216463685,2020
796,15,Latin America and Caribbean,0.645017743,7.121399879,Costa Rica,0.131266311,1.374853611,0.096362092,0.939635336,0.981107712,2020
797,16,Western Europe,0.587779939,7.093699932,Ireland,0.295426995,1.470596433,0.373433262,0.975670695,1.446886778,2020
798,17,Western Europe,0.564274132,7.075799942,Germany,0.252037704,1.368543744,0.309362292,0.972114801,1.314184546,2020
799,18,North America and ANZ,0.534608245,6.939599991,United States,0.298143059,1.404786706,0.152284741,0.831618011,1.37398684,2020
800,19,Central and Eastern Europe,0.505744576,6.910900116,Czech Republic,0.046325929,1.40528667,0.049803223,0.89456445,1.212322354,2020
801,20,Western Europe,0.499805421,6.863500118,Belgium,0.146966159,1.398677588,0.208724052,0.964901149,1.295842767,2020
802,21,Middle East and North Africa,0.652936101,6.790800095,United Arab Emirates,0.28065598,1.251170993,0.220213518,0.787814438,1.431086421,2020
803,22,Western Europe,0.633239031,6.772799969,Malta,0.341180831,1.442956924,0.178864077,0.972042024,1.252513289,2020
804,23,Western Europe,0.514050901,6.663799763,France,0.112607703,1.458839178,0.227303237,1.029714227,1.268129349,2020
805,24,Latin America and Caribbean,0.553892553,6.465000153,Mexico,0.083094485,1.226333499,0.083133668,0.831601024,1.024387479,2020
806,25,East Asia,0.449404389,6.45539999,Taiwan Province of China,0.150598705,1.357760668,0.131516352,0.878437996,1.327470541,2020
807,26,Latin America and Caribbean,0.59426707,6.440100193,Uruguay,0.132143691,1.425081134,0.193425074,0.856928885,1.071000457,2020
808,27,Middle East and North Africa,0.548477471,6.406499863,Saudi Arabia,0.087440684,1.309950113,0.163322315,0.759818137,1.334328532,2020
809,28,Western Europe,0.425983816,6.400899887,Spain,0.16530548,1.421099186,0.109579779,1.051343083,1.230535269,2020
810,29,Latin America and Caribbean,0.613146722,6.398900032,Guatemala,0.170611665,1.174267054,0.0983603,0.705952585,0.753815711,2020
811,30,Western Europe,0.321305573,6.38740015,Italy,0.170266211,1.347296,0.040145598,1.022504926,1.236396074,2020
812,31,Southeast Asia,0.635317206,6.377099991,Singapore,0.218770906,1.39545691,0.533162236,1.137814283,1.519580126,2020
813,32,Latin America and Caribbean,0.483292729,6.375599861,Brazil,0.131674588,1.363464117,0.106518604,0.766119063,0.952679873,2020
814,33,Central and Eastern Europe,0.646700144,6.363399982,Slovenia,0.145701498,1.464677691,0.076516323,0.932548046,1.208652496,2020
815,34,Latin America and Caribbean,0.524043918,6.34829998,El Salvador,0.1189363,1.149397612,0.117030352,0.752730012,0.748940408,2020
816,35,Central and Eastern Europe,0.557280421,6.325200081,Kosovo,0.325286865,1.183962822,0.008559024,0.672709167,0.840481341,2020
817,36,Latin America and Caribbean,0.57984978,6.304800034,Panama,0.097207308,1.376149297,0.054230526,0.878546536,1.097667813,2020
818,37,Central and Eastern Europe,0.423542529,6.280600071,Slovakia,0.116729774,1.424331188,0.011291441,0.853465259,1.194837689,2020
819,38,Commonwealth of Independent States,0.693270326,6.257599831,Uzbekistan,0.363311023,1.434020042,0.280260265,0.716703713,0.696652949,2020
820,39,Latin America and Caribbean,0.417482227,6.228499889,Chile,0.155579001,1.323286891,0.06284935,0.889260828,1.096992493,2020
821,40,Middle East and North Africa,0.610399902,6.227300167,Bahrain,0.287453711,1.31532371,0.126697257,0.838836372,1.296692252,2020
822,41,Central and Eastern Europe,0.42046079,6.215499878,Lithuania,0.053691041,1.432865739,0.081350274,0.795421183,1.193559647,2020
823,42,Latin America and Caribbean,0.55293113,6.191899776,Trinidad and Tobago,0.199358255,1.407326221,0.015078396,0.658828557,1.167641521,2020
824,43,Central and Eastern Europe,0.557903528,6.186299801,Poland,0.063374244,1.310399771,0.160541251,0.868038476,1.16922915,2020
825,44,Latin America and Caribbean,0.526890039,6.163400173,Colombia,0.092374094,1.33445096,0.04584837,0.810020149,0.93220371,2020
826,45,Western Europe,0.459385872,6.15899992,Cyprus,0.227932334,1.149170756,0.051207144,1.026124597,1.21279943,2020
827,46,Latin America and Caribbean,0.560117304,6.13710022,Nicaragua,0.212871477,1.27081275,0.174084574,0.803093255,0.620033145,2020
828,47,Central and Eastern Europe,0.534852326,6.123700142,Romania,0.068181619,1.1944381,0.000829569,0.79229486,1.120401621,2020
829,48,Middle East and North Africa,0.570261419,6.102099895,Kuwait,0.132751092,1.244779825,0.112814933,0.776468933,1.424833655,2020
830,49,Sub-Saharan Africa,0.590838134,6.101299763,Mauritius,0.186894551,1.395666838,0.084088229,0.763389409,1.07366395,2020
831,50,Commonwealth of Independent States,0.497432142,6.057899952,Kazakhstan,0.153713793,1.453267694,0.110463686,0.698788941,1.122594237,2020
832,51,Central and Eastern Europe,0.576664805,6.021800041,Estonia,0.125136748,1.453232527,0.201766819,0.842615008,1.192441225,2020
833,52,Southeast Asia,0.621915162,6.006000042,Philippines,0.129260212,1.245381713,0.130385727,0.602189481,0.775120676,2020
834,53,Central and Eastern Europe,0.386401802,6.000400066,Hungary,0.070491239,1.423009396,0.027548173,0.806793869,1.164307117,2020
835,54,Southeast Asia,0.609449804,5.998799801,Thailand,0.376709014,1.347519517,0.031837862,0.793855846,1.007029295,2020
836,55,Latin America and Caribbean,0.520840347,5.974699974,Argentina,0.070100471,1.372543693,0.060415059,0.849773705,1.028465629,2020
837,56,Latin America and Caribbean,0.568148077,5.953199863,Honduras,0.256528199,1.186664104,0.086807102,0.791989982,0.598763585,2020
838,57,Central and Eastern Europe,0.329198807,5.949999809,Latvia,0.075407945,1.414398789,0.090391524,0.777902424,1.14139545,2020
839,58,Latin America and Caribbean,0.555234551,5.925199986,Ecuador,0.115006477,1.221027613,0.086753383,0.838837743,0.853383601,2020
840,59,Western Europe,0.589895189,5.910900116,Portugal,0.053036947,1.339530349,0.027733466,0.979315281,1.168800831,2020
841,60,Latin America and Caribbean,0.553124607,5.889800072,Jamaica,0.116268493,1.408289194,0.030147785,0.788434088,0.779058397,2020
842,61,East Asia,0.25935635,5.872399807,South Korea,0.170303866,1.133560538,0.094596282,1.022542596,1.245300651,2020
843,62,East Asia,0.495465875,5.870800018,Japan,0.03571178,1.332338691,0.181439638,1.072881341,1.26672411,2020
844,63,Latin America and Caribbean,0.513210058,5.796800137,Peru,0.091611817,1.208405972,0.02703266,0.824444175,0.91854918,2020
845,64,Central and Eastern Europe,0.395428419,5.77820015,Serbia,0.15028289,1.327448964,0.059447147,0.828403294,0.988181829,2020
846,65,Latin America and Caribbean,0.5744645,5.747499943,Bolivia,0.138375074,1.142350554,0.072942637,0.662445664,0.730976343,2020
847,66,South Asia,0.405421734,5.69329977,Pakistan,0.228705063,0.872979581,0.122592121,0.469933242,0.616799474,2020
848,67,Latin America and Caribbean,0.586510062,5.692100048,Paraguay,0.204299241,1.36819756,0.065077379,0.735869646,0.897990823,2020
849,68,Latin America and Caribbean,0.5628739,5.689199924,Dominican Republic,0.112196781,1.328888893,0.115945682,0.741901696,0.983191848,2020
850,69,Central and Eastern Europe,0.305365741,5.674099922,Bosnia and Herzegovina,0.264005244,1.203986526,0.001172487,0.813928187,0.91839546,2020
851,70,Commonwealth of Independent States,0.389571488,5.607500076,Moldova,0.174049184,1.237312198,0.014378744,0.713299453,0.707916796,2020
852,71,Commonwealth of Independent States,0.521141171,5.555699825,Tajikistan,0.182417125,1.218377709,0.221779913,0.680594802,0.474874616,2020
853,72,Central and Eastern Europe,0.303223848,5.54610014,Montenegro,0.14901033,1.265657902,0.098435111,0.839028895,1.010150075,2020
854,73,Commonwealth of Independent States,0.399499595,5.546000004,Russia,0.099041916,1.378644109,0.045699362,0.68044591,1.126999617,2020
855,74,Commonwealth of Independent States,0.614617765,5.541500092,Kyrgyzstan,0.30137074,1.341036677,0.030466691,0.680645883,0.513180971,2020
856,75,Commonwealth of Independent States,0.290755868,5.539899826,Belarus,0.08993306,1.38713932,0.193607435,0.75258857,1.018854499,2020
857,76,Western Europe,0.477885723,5.53550005,North Cyprus,0.199160054,1.183089137,0.199802905,1.026124597,1.21279943,2020
858,77,Western Europe,0.173516348,5.514999866,Greece,0.0,1.168973565,0.048844352,0.979431748,1.128070116,2020
859,78,East Asia,0.459356517,5.510399818,Hong Kong S.A.R. of China,0.288280904,1.243584275,0.332485437,1.136630654,1.376746058,2020
860,79,Central and Eastern Europe,0.381456882,5.504700184,Croatia,0.113998979,1.311264873,0.012325006,0.900575578,1.109024286,2020
861,80,Middle East and North Africa,0.451354057,5.488800049,Libya,0.142757699,1.196283698,0.172258079,0.615626633,1.021913767,2020
862,81,East Asia,0.355703115,5.456200123,Mongolia,0.263885736,1.458930612,0.046533126,0.615788162,0.904872775,2020
863,82,Southeast Asia,0.596941531,5.384300232,Malaysia,0.274886161,1.17400229,0.062163133,0.788511872,1.168421626,2020
864,83,Southeast Asia,0.650835574,5.353499889,Vietnam,0.136488721,1.253074765,0.089848459,0.819133997,0.718092382,2020
865,84,Southeast Asia,0.568161428,5.285600185,Indonesia,0.542646527,1.154800892,0.038278613,0.610437036,0.891720712,2020
866,85,Sub-Saharan Africa,0.397122532,5.233300209,Ivory Coast,0.169915587,0.799727261,0.093495794,0.154942513,0.537094414,2020
867,86,Sub-Saharan Africa,0.40583989,5.21600008,Benin,0.196670428,0.352428436,0.125931874,0.328062952,0.366244704,2020
868,87,South Asia,0.548203647,5.197599888,Maldives,0.224198252,1.402287602,0.071906492,0.914439559,0.937864304,2020
869,88,Sub-Saharan Africa,0.386514395,5.194399834,Congo (Brazzaville),0.117216013,0.757636011,0.118670784,0.458101124,0.633616745,2020
870,89,Commonwealth of Independent States,0.467734724,5.164800167,Azerbaijan,0.040113214,1.180613041,0.247307181,0.731134057,0.990272701,2020
871,90,Central and Eastern Europe,0.410224587,5.159800053,Macedonia,0.18586354,1.183173537,0.024595059,0.802994132,0.935371995,2020
872,91,Sub-Saharan Africa,0.477290064,5.147999763,Ghana,0.261291206,0.96636796,0.056570381,0.432162255,0.575862467,2020
873,92,South Asia,0.480608255,5.137199879,Nepal,0.300971806,1.100789309,0.127502963,0.66887939,0.444050372,2020
874,93,Middle East and North Africa,0.25440076,5.131800175,Turkey,0.085885569,1.197159171,0.120983243,0.781335294,1.127169251,2020
875,94,East Asia,0.601605117,5.123899937,China,0.079021044,1.132080674,0.117255554,0.867248535,0.990533412,2020
876,95,Commonwealth of Independent States,0.515236676,5.119100094,Turkmenistan,0.323129326,1.510476947,0.03350389,0.612448037,1.008963585,2020
877,96,Central and Eastern Europe,0.417820066,5.101500034,Bulgaria,0.103833713,1.460578918,0.0,0.777776897,1.046554685,2020
878,97,Middle East and North Africa,0.450054139,5.094799995,Morocco,0.040032551,0.645208478,0.077385604,0.745096922,0.75862211,2020
879,98,Sub-Saharan Africa,0.439242482,5.084899902,Cameroon,0.198020101,0.89972645,0.054393422,0.270189553,0.503958046,2020
880,99,Latin America and Caribbean,0.271717221,5.053199768,Venezuela,0.087179154,1.348546863,0.063624777,0.76702553,0.770238638,2020
881,100,Middle East and North Africa,0.083943799,5.005099773,Algeria,0.118915014,1.143003583,0.129190654,0.745418549,0.943856001,2020
882,101,Sub-Saharan Africa,0.352400899,4.980800152,Senegal,0.164397135,0.95459342,0.081865937,0.518391907,0.504061818,2020
883,102,Sub-Saharan Africa,0.371878058,4.949299812,Guinea,0.249490842,0.75136596,0.112204559,0.333655238,0.390007734,2020
884,103,Sub-Saharan Africa,0.435311615,4.909599781,Niger,0.208176896,0.703800142,0.137554765,0.298816353,0.108330332,2020
885,104,Southeast Asia,0.612027287,4.888599873,Laos,0.27266711,0.987391889,0.194273964,0.486378282,0.714693844,2020
886,105,Central and Eastern Europe,0.461945891,4.882699966,Albania,0.171027765,0.830483913,0.025361285,0.846329629,0.906653047,2020
887,106,Southeast Asia,0.674940348,4.848400116,Cambodia,0.233342081,1.071426034,0.072837502,0.587904334,0.544634938,2020
888,107,South Asia,0.604130566,4.832799911,Bangladesh,0.176745117,0.868800581,0.176735908,0.694940507,0.556156278,2020
889,108,Sub-Saharan Africa,0.369459897,4.829299927,Gabon,0.052013602,1.10639751,0.055804539,0.522574842,0.988044381,2020
890,109,Sub-Saharan Africa,0.43478182,4.814099789,South Africa,0.126406848,1.259086251,0.05950214,0.407034069,0.902140439,2020
891,110,Middle East and North Africa,0.283588052,4.784800053,Iraq,0.153002068,1.011466622,0.073164992,0.529350698,0.982018709,2020
892,111,Middle East and North Africa,0.18551667,4.771500111,Lebanon,0.158524141,1.19249332,0.021518147,0.788671136,0.889232516,2020
893,112,Sub-Saharan Africa,0.322398156,4.768700123,Burkina Faso,0.186390609,0.9293859,0.126408055,0.312833875,0.302467644,2020
894,113,Sub-Saharan Africa,0.403419524,4.750599861,Gambia,0.425989687,0.882678688,0.158093795,0.353247881,0.256990552,2020
895,114,Sub-Saharan Africa,0.377534449,4.729300022,Mali,0.16966705,0.97314173,0.062146276,0.234981522,0.352462649,2020
896,115,Sub-Saharan Africa,0.435079455,4.724100113,Nigeria,0.221328124,0.986717939,0.047589935,0.167835936,0.645901859,2020
897,116,Commonwealth of Independent States,0.378075808,4.676799774,Armenia,0.107225738,1.034576893,0.104618184,0.77585727,0.808262408,2020
898,117,Commonwealth of Independent States,0.485494107,4.672599792,Georgia,0.047609735,0.7311939,0.174088076,0.694657624,0.847198069,2020
899,118,Middle East and North Africa,0.301195472,4.672399998,Iran,0.27697894,0.886271179,0.142651513,0.749053836,1.029322505,2020
900,119,Middle East and North Africa,0.424855083,4.633399963,Jordan,0.091494769,1.140118599,0.151878625,0.777624726,0.785179198,2020
901,120,Sub-Saharan Africa,0.56077534,4.623600006,Mozambique,0.220422104,0.955202878,0.163064316,0.324223638,0.178741366,2020
902,121,Sub-Saharan Africa,0.519180536,4.583000183,Kenya,0.393902093,0.905077755,0.067201078,0.536312759,0.476413399,2020
903,122,Sub-Saharan Africa,0.444598973,4.571100235,Namibia,0.076454483,1.245738149,0.054320343,0.40687117,0.84008199,2020
904,123,Commonwealth of Independent States,0.319423705,4.56069994,Ukraine,0.178551316,1.321316481,0.00965116,0.698674381,0.780434608,2020
905,124,Sub-Saharan Africa,0.405943096,4.557899952,Liberia,0.226967871,0.920733929,0.051139876,0.392284274,0.174103007,2020
906,125,Middle East and North Africa,0.29870075,4.552800179,Palestinian Territories,0.091816261,1.194755554,0.071913652,0.613826573,0.587819219,2020
907,126,Sub-Saharan Africa,0.401682556,4.43200016,Uganda,0.264807373,1.052327394,0.063818842,0.378311664,0.312337428,2020
908,127,Sub-Saharan Africa,0.228601769,4.422699928,Chad,0.210805088,0.739118278,0.085755408,0.1087441,0.302287489,2020
909,128,Middle East and North Africa,0.235860556,4.392199993,Tunisia,0.055881143,0.872167706,0.043899573,0.781156719,0.874742687,2020
910,129,Sub-Saharan Africa,0.185714483,4.374599934,Mauritania,0.128899664,1.113323569,0.122257635,0.425184816,0.539684892,2020
911,130,South Asia,0.528632462,4.327000141,Sri Lanka,0.252666146,1.19494009,0.049444564,0.792036712,0.897986948,2020
912,131,Sub-Saharan Africa,0.36462298,4.31099987,Congo (Kinshasa),0.254324883,0.833055019,0.081466645,0.277212054,0.062487468,2020
913,132,Sub-Saharan Africa,0.299935788,4.308100224,Swaziland,0.067264833,1.064835191,0.146765873,0.215585828,0.827539742,2020
914,133,Southeast Asia,0.597478867,4.308000088,Myanmar,0.569813728,1.098178267,0.187530354,0.495443076,0.67809093,2020
915,134,Sub-Saharan Africa,0.181028232,4.288599968,Comoros,0.258538276,0.723232806,0.100048535,0.437383324,0.415620774,2020
916,135,Sub-Saharan Africa,0.303539038,4.187200069,Togo,0.200774252,0.547622859,0.114826456,0.342731178,0.268116266,2020
917,136,Sub-Saharan Africa,0.41256687,4.186200142,Ethiopia,0.227698103,1.001103282,0.117437035,0.483846247,0.315125644,2020
918,137,Sub-Saharan Africa,0.192967549,4.165599823,Madagascar,0.191190064,0.823694348,0.076248638,0.500617027,0.244553208,2020
919,138,Middle East and North Africa,0.373684734,4.151400089,Egypt,0.068801254,0.982539535,0.095461793,0.596911311,0.875228941,2020
920,139,Sub-Saharan Africa,0.382027686,3.926399946,Sierra Leone,0.257647008,0.747984946,0.047940936,0.203953966,0.240560383,2020
921,140,Sub-Saharan Africa,0.275399059,3.775300026,Burundi,0.187401786,0.403575271,0.212186828,0.295212835,0.0,2020
922,141,Sub-Saharan Africa,0.49131754,3.759399891,Zambia,0.250620902,0.896037281,0.086705238,0.36359334,0.536833763,2020
923,142,Latin America and Caribbean,0.169297516,3.720799923,Haiti,0.463909656,0.646671355,0.161935672,0.37436673,0.284734428,2020
924,143,Sub-Saharan Africa,0.409367532,3.652800083,Lesotho,0.102627642,1.088940024,0.050483823,0.100934811,0.45493874,2020
925,144,South Asia,0.581142247,3.573299885,India,0.237072483,0.644198656,0.105587982,0.54057014,0.730576158,2020
926,145,Sub-Saharan Africa,0.487389833,3.538000107,Malawi,0.213185057,0.53036809,0.131633952,0.446163297,0.176534727,2020
927,146,Middle East and North Africa,0.243721485,3.527400017,Yemen,0.094689012,1.177477121,0.087352127,0.41500017,0.392701775,2020
928,147,Sub-Saharan Africa,0.50908941,3.478899956,Botswana,0.033407487,1.08569479,0.101786368,0.494101733,0.997548997,2020
929,148,Sub-Saharan Africa,0.509343088,3.476200104,Tanzania,0.27154091,0.872674644,0.203880861,0.442677855,0.457163125,2020
930,149,Sub-Saharan Africa,0.292814463,3.475899935,Central African Republic,0.253513217,0.0,0.028264718,0.0,0.041072082,2020
931,150,Sub-Saharan Africa,0.604087889,3.312299967,Rwanda,0.235704988,0.522876322,0.485542476,0.572383285,0.343242675,2020
